"satisfaction_level";"last_evaluation";"number_project";"average_montly_hours";"time_spend_company";"Work_accident";"left";"promotion_last_5years";"salary";"satisfied"
"1748";0.7;0.99;5;135;4;0;0;0;"medium";TRUE
"1749";0.78;0.54;3;134;3;0;0;0;"medium";TRUE
"1750";0.5;0.53;3;207;4;0;0;0;"low";FALSE
"1751";0.36;0.74;6;280;3;0;0;0;"low";FALSE
"1752";0.57;0.65;4;162;3;1;0;0;"low";FALSE
"1753";0.73;0.55;4;267;3;0;0;0;"low";TRUE
"1754";0.77;0.67;5;207;2;0;0;0;"low";TRUE
"1755";0.86;0.5;4;196;2;0;0;0;"low";TRUE
"1756";0.24;0.55;6;231;4;0;0;0;"low";FALSE
"1757";0.83;0.62;4;242;3;0;0;0;"low";TRUE
"1758";0.72;0.63;4;207;3;0;0;0;"low";TRUE
"1759";0.52;0.82;4;206;2;1;0;0;"high";FALSE
"1760";0.99;0.54;4;236;4;0;0;0;"low";TRUE
"1761";0.15;0.68;5;246;2;0;0;0;"low";FALSE
"1762";0.79;0.94;3;204;2;1;0;0;"low";TRUE
"1763";0.19;0.91;3;268;4;0;0;0;"low";FALSE
"1764";0.59;0.62;3;212;2;1;0;0;"high";FALSE
"1765";0.15;0.74;6;178;3;0;0;0;"low";FALSE
"1766";0.75;0.72;5;260;3;0;0;0;"low";TRUE
"1767";0.47;0.71;2;241;4;0;0;0;"low";FALSE
"1768";0.64;0.64;3;234;3;1;0;0;"high";TRUE
"1769";0.32;0.75;3;255;4;0;0;0;"medium";FALSE
"1770";0.81;0.86;4;249;3;0;0;0;"low";TRUE
"1771";0.77;0.5;4;281;2;0;0;0;"low";TRUE
"1772";0.24;0.83;3;208;5;0;0;0;"low";FALSE
"1773";0.77;0.78;3;165;2;0;0;0;"low";TRUE
"1774";0.13;0.88;3;146;5;0;0;0;"low";FALSE
"1775";0.94;0.66;4;230;2;0;0;0;"low";TRUE
"1776";0.61;0.82;3;209;2;0;0;0;"low";FALSE
"1777";0.95;0.49;4;178;2;0;0;0;"low";TRUE
"1778";0.22;0.92;6;220;4;1;0;0;"low";FALSE
"1779";0.65;0.56;3;142;3;0;0;0;"low";TRUE
"1780";0.95;0.67;3;153;2;0;0;0;"low";TRUE
"1781";0.98;0.62;5;254;5;1;0;0;"low";TRUE
"1782";0.88;0.72;3;193;4;0;0;0;"low";TRUE
"1783";0.94;0.69;3;248;3;0;0;0;"low";TRUE
"1784";0.62;0.75;4;216;2;0;0;0;"low";TRUE
"1785";0.81;0.96;3;226;3;0;0;0;"low";TRUE
"1786";0.56;0.51;4;140;2;0;0;0;"low";FALSE
"1787";0.52;0.86;6;103;4;0;0;0;"low";FALSE
"1788";0.88;0.57;4;185;2;0;0;0;"low";TRUE
"1789";0.87;0.49;2;251;3;0;0;0;"medium";TRUE
"1790";0.66;0.57;6;278;3;0;0;0;"medium";TRUE
"1791";0.87;0.95;3;242;5;0;0;0;"low";TRUE
"1792";0.85;0.85;3;182;3;0;0;0;"low";TRUE
"1793";0.49;0.51;2;182;3;0;0;0;"low";FALSE
"1794";0.87;0.8;4;197;3;0;0;0;"low";TRUE
"1795";0.17;0.49;4;286;5;1;0;0;"low";FALSE
"1796";0.55;0.46;4;226;5;0;0;0;"low";FALSE
"1797";0.91;0.71;5;156;3;0;0;0;"low";TRUE
"1798";0.96;0.62;5;185;3;0;0;0;"low";TRUE
"1799";0.53;0.5;3;231;3;0;0;0;"low";FALSE
"1800";0.25;0.59;4;166;5;0;0;0;"low";FALSE
"1801";0.98;0.57;3;229;3;0;0;0;"low";TRUE
"1802";0.83;0.36;4;242;3;0;0;0;"low";TRUE
"1803";0.71;0.83;5;206;3;0;0;0;"low";TRUE
"1804";0.74;0.77;4;206;3;0;0;0;"low";TRUE
"1805";0.56;0.7;4;135;2;0;0;0;"low";FALSE
"1806";0.23;0.9;5;234;3;1;0;0;"low";FALSE
"1807";0.35;0.64;4;147;2;0;0;0;"low";FALSE
"1808";0.48;0.98;4;174;3;0;0;0;"low";FALSE
"1809";0.61;1;5;139;2;0;0;0;"medium";FALSE
"1810";0.7;0.83;3;159;3;0;0;0;"low";TRUE
"1811";0.28;0.83;4;162;3;0;0;0;"low";FALSE
"1812";0.77;0.42;4;98;2;0;0;0;"low";TRUE
"1813";0.79;0.64;4;263;2;0;0;0;"low";TRUE
"1814";0.51;0.46;3;176;3;0;0;0;"low";FALSE
"1815";0.96;0.99;4;233;3;0;0;0;"low";TRUE
"1816";0.72;0.99;4;156;2;1;0;0;"low";TRUE
"1817";0.97;1;3;198;2;0;0;0;"low";TRUE
"1818";0.55;0.9;4;191;3;0;0;0;"low";FALSE
"1819";0.32;0.45;2;188;3;0;0;0;"low";FALSE
"1820";0.78;0.65;3;157;2;0;0;0;"low";TRUE
"1821";0.17;0.57;5;286;3;0;0;0;"low";FALSE
"1822";0.88;0.5;4;216;2;0;0;0;"low";TRUE
"1823";0.97;0.5;3;188;3;1;0;0;"low";TRUE
"1824";0.74;0.86;5;153;2;0;0;0;"low";TRUE
"1825";0.26;0.45;5;187;2;0;0;0;"low";FALSE
"1826";0.87;0.92;4;141;3;0;0;0;"low";TRUE
"1827";0.29;0.47;5;139;4;0;0;0;"low";FALSE
"1828";0.91;0.95;3;189;2;0;0;0;"low";TRUE
"1829";0.51;0.8;3;254;2;0;0;0;"medium";FALSE
"1830";0.4;1;6;206;2;0;0;0;"low";FALSE
"1831";0.14;0.71;2;155;3;0;0;0;"low";FALSE
"1832";0.83;0.87;5;248;3;0;0;0;"low";TRUE
"1833";0.76;0.52;4;259;2;0;0;0;"low";TRUE
"1834";0.8;0.8;3;271;4;0;0;0;"low";TRUE
"1835";0.95;0.38;2;103;3;0;0;0;"low";TRUE
"1836";0.88;0.76;4;159;4;1;0;0;"low";TRUE
"1837";0.92;0.85;4;184;3;0;0;0;"low";TRUE
"1838";0.16;0.88;4;201;6;0;0;0;"medium";FALSE
"1839";0.7;0.63;3;157;4;0;0;0;"medium";TRUE
"1840";0.71;0.93;3;287;5;0;0;0;"medium";TRUE
"1841";0.52;0.82;2;242;3;0;0;0;"medium";FALSE
"1842";0.49;0.58;5;246;3;1;0;0;"medium";FALSE
"1843";0.5;0.57;3;219;3;0;0;0;"medium";FALSE
"1844";0.86;0.94;3;212;3;0;0;0;"medium";TRUE
"1845";0.49;0.99;5;262;2;1;0;0;"medium";FALSE
"1846";0.69;0.91;4;128;3;1;0;0;"medium";TRUE
"1847";0.96;1;3;231;6;0;0;0;"medium";TRUE
"1848";0.87;0.54;3;260;2;0;0;0;"medium";TRUE
"1849";0.81;0.83;3;177;2;0;0;0;"medium";TRUE
"1850";0.79;0.75;4;168;3;0;0;0;"high";TRUE
"1851";0.96;0.37;3;111;2;0;0;0;"high";TRUE
"1852";0.54;0.67;3;154;2;0;0;0;"high";FALSE
"1853";0.79;0.84;4;171;3;0;0;0;"low";TRUE
"1854";0.64;0.79;3;253;2;0;0;0;"low";TRUE
"1855";0.65;0.53;4;160;3;0;0;0;"low";TRUE
"1856";0.87;0.86;3;196;4;0;0;0;"low";TRUE
"1857";0.7;0.59;4;178;3;0;0;0;"low";TRUE
"1858";0.89;0.81;3;268;3;0;0;0;"low";TRUE
"1859";0.61;0.58;6;146;3;0;0;0;"low";FALSE
"1860";0.9;0.49;4;185;2;0;0;0;"low";TRUE
"1861";0.49;0.54;4;247;3;1;0;0;"medium";FALSE
"1862";0.85;0.97;4;210;2;0;0;0;"medium";TRUE
"1863";0.54;0.58;3;234;3;0;0;0;"medium";FALSE
"1864";0.64;0.57;4;271;2;0;0;0;"medium";TRUE
"1865";0.81;0.77;5;102;5;0;0;0;"medium";TRUE
"1866";0.49;0.66;3;163;3;0;0;0;"medium";FALSE
"1867";0.58;0.57;3;144;4;1;0;0;"medium";FALSE
"1868";0.62;0.49;3;172;3;0;0;0;"medium";TRUE
"1869";0.57;0.97;5;126;5;0;0;0;"medium";FALSE
"1870";0.6;0.52;4;190;3;0;0;0;"medium";FALSE
"1871";0.68;0.61;3;134;4;0;0;0;"medium";TRUE
"1872";0.53;0.41;2;148;2;1;0;0;"medium";FALSE
"1873";0.8;0.82;4;202;3;0;0;0;"low";TRUE
"1874";0.97;0.82;4;176;2;0;0;0;"low";TRUE
"1875";0.47;0.47;2;221;6;0;0;0;"low";FALSE
"1876";0.96;0.93;3;156;3;0;0;0;"low";TRUE
"1877";0.81;0.45;6;98;3;0;0;0;"low";TRUE
"1878";0.86;0.65;4;134;4;0;0;0;"low";TRUE
"1879";0.59;0.82;4;203;4;1;0;0;"low";FALSE
"1880";0.53;0.97;3;189;3;0;0;0;"low";FALSE
"1881";0.57;0.86;3;258;2;0;0;0;"low";FALSE
"1882";0.7;0.48;4;237;3;0;0;0;"low";TRUE
"1883";0.58;0.59;4;224;3;0;0;0;"high";FALSE
"1884";0.43;0.86;5;125;3;1;0;0;"low";FALSE
"1885";0.92;0.82;4;207;4;0;0;0;"low";TRUE
"1886";0.24;0.7;5;194;3;0;0;0;"low";FALSE
"1887";0.67;0.52;3;273;3;0;0;0;"low";TRUE
"1888";0.68;0.84;3;209;3;0;0;0;"high";TRUE
"1889";0.58;0.82;4;268;3;0;0;0;"medium";FALSE
"1890";0.78;0.91;4;202;2;0;0;0;"medium";TRUE
"1891";0.99;0.48;5;202;2;0;0;0;"medium";TRUE
"1892";0.71;0.95;6;204;3;1;0;0;"medium";TRUE
"1893";0.51;0.96;4;204;3;1;0;0;"medium";FALSE
"1894";0.88;0.82;3;244;3;0;0;0;"low";TRUE
"1895";0.96;0.83;3;234;3;0;0;0;"low";TRUE
"1896";0.9;0.64;4;217;3;0;0;0;"low";TRUE
"1897";0.77;0.51;4;142;4;0;0;0;"low";TRUE
"1898";0.95;0.5;4;186;3;1;0;0;"low";TRUE
"1899";0.85;0.67;3;267;2;1;0;0;"low";TRUE
"1900";0.46;0.79;2;108;3;0;0;0;"low";FALSE
"1901";0.57;0.95;3;274;4;0;0;0;"low";FALSE
"1902";0.93;1;3;148;4;0;0;0;"low";TRUE
"1903";0.78;0.68;5;168;3;0;0;0;"low";TRUE
"1904";0.68;1;4;185;2;1;0;0;"low";TRUE
"1905";0.83;0.78;3;257;2;0;0;0;"low";TRUE
"1906";0.56;0.51;5;256;4;1;0;0;"low";FALSE
"1907";0.93;0.78;2;188;2;0;0;0;"low";TRUE
"1908";0.13;0.53;6;173;4;0;0;0;"low";FALSE
"1909";0.84;0.99;3;144;4;0;0;0;"medium";TRUE
"1910";0.58;0.62;5;270;2;0;0;0;"high";FALSE
"1911";0.75;0.61;5;173;4;0;0;0;"low";TRUE
"1912";0.96;0.62;6;193;4;0;0;0;"medium";TRUE
"1913";0.92;0.78;4;212;2;0;0;0;"medium";TRUE
"1914";0.35;0.63;3;156;3;0;0;0;"medium";FALSE
"1915";0.56;0.96;3;244;3;0;0;0;"medium";FALSE
"1916";0.27;0.96;3;255;4;0;0;0;"low";FALSE
"1917";0.66;0.72;5;152;3;1;0;0;"low";TRUE
"1918";0.66;0.98;4;163;3;1;0;0;"low";TRUE
"1919";0.98;0.69;3;150;2;0;0;0;"low";TRUE
"1920";0.51;0.58;4;169;2;0;0;0;"low";FALSE
"1921";0.51;0.83;3;133;3;0;0;0;"low";FALSE
"1922";0.53;0.94;4;202;3;1;0;0;"low";FALSE
"1923";0.69;0.7;4;169;2;0;0;0;"low";TRUE
"1924";0.66;0.74;4;270;2;1;0;0;"low";TRUE
"1925";0.89;0.76;3;251;2;1;0;0;"low";TRUE
"1926";0.74;0.64;3;267;5;0;0;0;"low";TRUE
"1927";0.82;0.75;4;224;3;0;0;0;"low";TRUE
"1928";0.66;0.9;3;250;2;0;0;0;"low";TRUE
"1929";0.94;0.58;4;159;3;0;0;0;"medium";TRUE
"1930";0.58;0.86;4;257;3;0;0;0;"low";FALSE
"1931";0.96;0.6;5;182;5;0;0;0;"medium";TRUE
"1932";0.72;0.67;4;192;3;0;0;0;"medium";TRUE
"1933";0.23;0.94;4;142;4;0;0;0;"medium";FALSE
"1934";0.99;0.79;4;172;2;0;0;0;"medium";TRUE
"1935";0.95;0.58;4;188;3;0;0;0;"low";TRUE
"1936";0.75;0.55;5;281;3;1;0;0;"low";TRUE
"1937";0.95;0.54;4;255;2;0;0;0;"low";TRUE
"1938";0.97;0.84;3;223;3;0;0;0;"low";TRUE
"1939";0.98;0.86;2;219;4;0;0;0;"low";TRUE
"1940";0.79;0.98;3;195;2;0;0;0;"low";TRUE
"1941";0.54;0.91;2;156;3;0;0;0;"low";FALSE
"1942";0.51;0.51;5;259;4;0;0;0;"low";FALSE
"1943";0.83;0.91;4;266;3;1;0;0;"low";TRUE
"1944";0.6;0.7;3;147;2;0;0;0;"low";FALSE
"1945";0.58;0.83;4;207;3;0;0;0;"low";FALSE
"1946";0.55;0.68;3;185;2;0;0;0;"low";FALSE
"1947";0.5;0.64;5;195;2;0;0;0;"low";FALSE
"1948";0.46;0.41;6;148;4;0;0;0;"low";FALSE
"1949";0.73;1;4;146;3;0;0;0;"medium";TRUE
"1950";0.77;0.72;4;223;3;0;0;0;"medium";TRUE
"1951";0.59;0.76;4;234;3;0;0;0;"high";FALSE
"1952";0.51;0.59;4;187;3;0;0;0;"low";FALSE
"1953";0.67;0.95;3;229;3;0;0;0;"medium";TRUE
"1954";0.95;0.65;3;155;2;1;0;0;"medium";TRUE
"1955";0.75;0.76;3;246;3;0;0;0;"medium";TRUE
"1956";0.54;0.61;3;152;3;0;0;0;"medium";FALSE
"1957";0.45;0.71;2;172;2;0;0;0;"low";FALSE
"1958";0.66;0.66;4;255;5;0;0;0;"low";TRUE
"1959";0.36;0.69;3;98;2;0;0;0;"low";FALSE
"1960";0.3;0.47;6;141;6;0;0;0;"low";FALSE
"1961";0.61;0.63;4;146;4;1;0;0;"low";FALSE
"1962";0.71;0.7;4;213;3;0;0;0;"low";TRUE
"1963";0.6;0.99;4;160;3;0;0;0;"low";FALSE
"1964";0.19;0.61;3;272;4;0;0;0;"low";FALSE
"1965";0.91;1;4;125;4;0;0;0;"medium";TRUE
"1966";0.98;0.69;3;152;2;0;0;0;"medium";TRUE
"1967";0.9;0.78;3;162;2;0;0;0;"medium";TRUE
"1968";0.73;0.94;3;251;6;0;0;0;"medium";TRUE
"1969";0.55;0.97;2;140;2;0;0;0;"medium";FALSE
"1970";0.65;0.67;3;245;3;0;0;0;"medium";TRUE
"1971";0.64;0.48;2;157;2;0;0;0;"medium";TRUE
"1972";0.77;0.49;3;265;3;0;0;0;"medium";TRUE
"1973";0.71;0.79;4;261;3;0;0;0;"high";TRUE
"1974";0.2;0.38;6;212;6;0;0;0;"high";FALSE
"1975";0.99;0.57;4;216;3;0;0;0;"high";TRUE
"1976";0.77;0.57;4;238;3;0;0;0;"high";TRUE
"1977";0.8;0.56;2;204;3;0;0;0;"high";TRUE
"1978";0.97;0.5;4;216;2;0;0;0;"high";TRUE
"1979";0.89;0.53;4;208;3;0;0;0;"high";TRUE
"1980";0.97;0.7;4;218;2;0;0;0;"high";TRUE
"1981";0.23;0.99;5;176;4;1;0;0;"low";FALSE
"1982";0.6;0.75;4;144;2;0;0;0;"low";FALSE
"1983";0.52;0.63;5;241;3;0;0;0;"low";FALSE
"1984";0.86;0.63;3;271;2;0;0;0;"low";TRUE
"1985";0.86;0.95;4;184;3;0;0;0;"low";TRUE
"1986";0.76;0.58;3;262;2;0;0;0;"low";TRUE
"1987";0.79;0.77;6;233;6;0;0;0;"low";TRUE
"1988";0.35;0.52;3;155;3;0;0;0;"low";FALSE
"1989";0.44;0.58;2;157;2;0;0;0;"low";FALSE
"1990";0.49;0.91;3;227;3;0;0;0;"medium";FALSE
"1991";0.97;0.78;5;156;3;0;0;0;"medium";TRUE
"1992";0.91;0.6;4;133;4;1;0;0;"medium";TRUE
"1993";0.15;0.98;2;96;2;0;0;0;"high";FALSE
"1994";0.82;0.63;3;171;3;0;0;0;"medium";TRUE
"1995";0.67;0.87;3;177;4;0;0;0;"high";TRUE
"1996";0.5;0.96;4;274;3;0;0;0;"low";FALSE
"1997";0.57;0.39;2;145;3;0;0;0;"medium";FALSE
"1998";0.99;0.94;5;221;2;0;0;0;"medium";TRUE
"1999";0.97;0.94;3;202;2;0;0;0;"medium";TRUE
"2000";0.93;0.58;5;238;2;0;0;0;"medium";TRUE
"2001";0.62;0.6;4;170;2;0;0;0;"low";TRUE
"2002";0.62;0.51;4;208;2;1;0;0;"low";TRUE
"2003";0.96;0.61;4;199;3;0;0;0;"low";TRUE
"2004";0.98;0.96;4;253;3;0;0;0;"low";TRUE
"2005";0.52;0.57;4;239;3;0;0;0;"low";FALSE
"2006";0.56;0.77;5;279;4;0;0;0;"low";FALSE
"2007";0.14;0.41;6;114;3;0;0;0;"low";FALSE
"2008";0.29;0.38;6;105;5;0;0;0;"low";FALSE
"2009";0.95;0.62;3;161;3;0;0;0;"low";TRUE
"2010";0.95;0.77;3;184;4;0;0;0;"medium";TRUE
"2011";0.65;0.85;4;204;3;0;0;0;"medium";TRUE
"2012";0.94;0.72;3;152;2;1;0;0;"medium";TRUE
"2013";0.72;0.85;4;142;3;0;0;0;"medium";TRUE
"2014";0.94;0.79;4;136;2;0;0;0;"medium";TRUE
"2015";0.79;0.94;4;216;4;0;0;0;"medium";TRUE
"2016";0.6;0.58;3;201;3;0;0;0;"medium";FALSE
"2017";0.62;0.76;4;163;3;0;0;0;"high";TRUE
"2018";0.94;0.74;4;224;5;0;0;0;"low";TRUE
"2019";0.24;0.5;4;209;3;0;0;0;"medium";FALSE
"2020";0.17;0.71;5;257;4;1;0;0;"medium";FALSE
"2021";0.66;0.83;4;234;4;0;0;0;"medium";TRUE
"2022";0.65;0.56;3;221;2;0;0;0;"medium";TRUE
"2023";0.51;0.62;2;186;2;0;0;0;"low";FALSE
"2024";0.41;0.75;4;199;3;0;0;0;"low";FALSE
"2025";0.98;0.99;3;235;3;0;0;0;"low";TRUE
"2026";0.96;0.55;5;211;2;0;0;0;"low";TRUE
"2027";0.55;0.97;4;136;4;0;0;0;"low";FALSE
"2028";0.99;0.71;4;155;3;0;0;0;"low";TRUE
"2029";0.6;0.77;3;202;3;0;0;0;"low";FALSE
"2030";0.71;0.77;3;149;2;0;0;0;"medium";TRUE
"2031";0.74;0.78;4;203;2;0;0;0;"medium";TRUE
"2032";0.75;0.53;5;235;3;0;0;0;"medium";TRUE
"2033";0.5;0.54;2;269;2;1;0;0;"medium";FALSE
"2034";0.59;0.86;4;260;2;0;0;0;"medium";FALSE
"2035";0.81;0.84;3;216;3;0;0;0;"medium";TRUE
"2036";0.34;0.55;3;136;2;1;0;0;"medium";FALSE
"2037";0.53;0.87;5;158;3;0;0;0;"medium";FALSE
"2038";0.94;0.85;4;180;4;0;0;0;"medium";TRUE
"2039";0.76;0.77;5;133;2;0;0;0;"high";TRUE
"2040";0.2;0.58;5;199;4;0;0;0;"low";FALSE
"2041";0.97;0.67;3;169;2;1;0;0;"medium";TRUE
"2042";0.96;0.72;3;195;2;0;0;0;"medium";TRUE
"2043";0.81;0.5;5;205;3;0;0;0;"medium";TRUE
"2044";0.2;0.48;4;156;4;1;0;0;"medium";FALSE
"2045";0.53;0.71;3;125;2;1;0;0;"low";FALSE
"2046";0.75;0.76;3;171;4;0;0;0;"low";TRUE
"2047";0.55;0.91;4;199;3;0;0;0;"low";FALSE
"2048";0.58;0.65;5;187;2;0;0;0;"low";FALSE
"2049";0.75;0.88;3;224;2;0;0;0;"low";TRUE
"2050";0.14;0.8;5;226;3;0;0;0;"medium";FALSE
"2051";0.93;0.76;3;212;3;0;0;0;"medium";TRUE
"2052";0.75;0.48;3;250;5;0;0;0;"medium";TRUE
"2053";0.58;0.63;4;171;3;0;0;0;"medium";FALSE
"2054";0.59;0.6;3;149;4;0;0;0;"medium";FALSE
"2055";0.2;0.9;5;228;6;0;0;0;"medium";FALSE
"2056";1;0.84;3;215;2;0;0;0;"medium";TRUE
"2057";0.51;0.51;3;272;3;0;0;0;"medium";FALSE
"2058";0.16;0.72;4;192;6;0;0;0;"high";FALSE
"2059";0.77;0.56;5;226;4;0;0;0;"low";TRUE
"2060";0.61;0.47;2;149;3;0;0;0;"medium";FALSE
"2061";0.73;0.51;3;244;2;0;0;0;"medium";TRUE
"2062";0.52;0.85;4;193;3;0;0;0;"medium";FALSE
"2063";0.13;0.72;4;247;3;0;0;0;"medium";FALSE
"2064";0.73;0.62;3;181;3;0;0;0;"low";TRUE
"2065";0.39;0.68;2;137;3;1;0;0;"low";FALSE
"2066";0.92;0.8;3;211;4;0;0;0;"low";TRUE
"2067";0.34;0.78;5;137;4;0;0;0;"low";FALSE
"2068";0.94;0.51;4;229;2;1;0;0;"low";TRUE
"2069";0.65;0.74;4;237;3;1;0;0;"low";TRUE
"2070";0.89;0.73;3;274;2;0;0;0;"medium";TRUE
"2071";0.76;0.6;5;279;2;0;0;0;"medium";TRUE
"2072";0.83;0.64;5;272;2;0;0;0;"medium";TRUE
"2073";0.57;0.85;4;152;3;0;0;0;"medium";FALSE
"2074";0.61;0.89;2;287;4;0;0;0;"medium";FALSE
"2075";0.96;0.89;2;239;6;1;0;0;"medium";TRUE
"2076";0.17;0.5;4;274;6;0;0;0;"medium";FALSE
"2077";0.61;0.6;4;121;2;0;0;0;"medium";FALSE
"2078";0.73;0.74;5;199;2;0;0;0;"medium";TRUE
"2079";0.3;0.39;3;175;3;0;0;0;"medium";FALSE
"2080";0.42;0.67;2;115;3;0;0;0;"high";FALSE
"2081";0.65;0.75;3;194;4;1;0;0;"low";TRUE
"2082";0.17;0.45;2;119;3;0;0;0;"medium";FALSE
"2083";0.12;0.82;5;162;4;1;0;0;"medium";FALSE
"2084";0.7;0.78;5;264;2;0;0;0;"medium";TRUE
"2085";0.87;0.88;3;179;2;0;0;0;"medium";TRUE
"2086";0.43;0.44;5;213;3;0;0;0;"low";FALSE
"2087";0.84;0.65;3;269;2;0;0;0;"low";TRUE
"2088";0.94;0.55;3;160;3;0;0;0;"low";TRUE
"2089";0.92;0.67;3;149;3;0;0;0;"low";TRUE
"2090";0.19;0.48;6;178;3;1;0;0;"medium";FALSE
"2091";0.5;0.63;3;160;2;0;0;0;"medium";FALSE
"2092";0.52;0.88;3;261;4;0;0;0;"medium";FALSE
"2093";0.13;0.52;6;188;3;0;0;0;"medium";FALSE
"2094";0.18;0.73;4;219;5;0;0;0;"medium";FALSE
"2095";0.86;0.64;4;263;3;0;0;0;"medium";TRUE
"2096";0.86;0.59;4;165;3;0;0;0;"medium";TRUE
"2097";0.16;0.76;6;218;6;0;0;0;"medium";FALSE
"2098";0.43;0.46;2;239;3;1;0;0;"medium";FALSE
"2099";0.79;0.63;3;212;2;1;0;0;"medium";TRUE
"2100";0.51;0.67;4;133;3;0;0;0;"medium";FALSE
"2101";0.83;0.55;5;250;3;1;0;0;"medium";TRUE
"2102";0.61;0.45;3;114;3;0;0;0;"high";FALSE
"2103";0.65;0.57;3;168;2;0;0;0;"high";TRUE
"2104";0.95;0.83;4;252;2;0;0;0;"high";TRUE
"2105";0.63;0.64;5;189;4;0;0;0;"high";TRUE
"2106";0.72;0.6;3;265;2;1;0;0;"high";TRUE
"2107";0.8;0.57;3;176;3;0;0;0;"high";TRUE
"2108";0.7;0.57;4;150;4;0;0;0;"high";TRUE
"2109";0.49;0.99;4;258;3;1;0;0;"low";FALSE
"2110";0.87;0.68;5;236;4;0;0;0;"high";TRUE
"2111";0.73;0.68;5;133;2;0;0;0;"low";TRUE
"2112";0.98;0.73;2;237;3;0;0;0;"medium";TRUE
"2113";0.77;0.48;3;204;6;0;0;0;"high";TRUE
"2114";0.76;0.99;3;166;3;0;0;0;"medium";TRUE
"2115";0.21;0.93;4;189;2;1;0;0;"medium";FALSE
"2116";0.72;0.63;4;251;3;0;0;0;"medium";TRUE
"2117";0.41;0.56;2;121;2;0;0;0;"medium";FALSE
"2118";0.9;0.56;3;149;2;0;0;0;"high";TRUE
"2119";0.96;0.9;5;198;2;0;0;0;"medium";TRUE
"2120";0.61;0.48;4;163;3;0;0;0;"medium";FALSE
"2121";0.6;0.8;4;222;2;0;0;0;"medium";FALSE
"2122";0.5;0.76;2;107;4;0;0;0;"high";FALSE
"2123";0.79;0.61;4;162;2;0;0;0;"medium";TRUE
"2124";0.32;0.69;6;192;3;0;0;0;"high";FALSE
"2125";0.85;0.59;5;236;3;0;0;0;"low";TRUE
"2126";0.9;0.62;5;225;2;0;0;0;"medium";TRUE
"2127";0.74;0.54;4;167;2;0;0;0;"medium";TRUE
"2128";0.21;0.76;6;219;4;1;0;0;"medium";FALSE
"2129";0.88;1;5;190;2;0;0;0;"low";TRUE
"2130";0.98;0.98;5;210;6;0;0;0;"low";TRUE
"2131";0.68;0.8;2;257;2;1;0;0;"low";TRUE
"2132";0.52;0.37;3;137;4;0;0;0;"low";FALSE
"2133";0.68;0.93;4;179;2;0;0;0;"medium";TRUE
"2134";0.92;0.74;4;213;3;0;0;0;"medium";TRUE
"2135";0.86;0.79;3;106;6;1;0;0;"medium";TRUE
"2136";0.5;0.99;4;272;2;0;0;0;"medium";FALSE
"2137";0.35;0.37;4;153;2;0;0;0;"medium";FALSE
"2138";0.76;0.97;5;172;3;0;0;0;"medium";TRUE
"2139";0.66;0.95;4;224;2;0;0;0;"medium";TRUE
"2140";0.58;0.71;3;230;3;1;0;0;"medium";FALSE
"2141";0.55;0.97;4;222;4;0;0;0;"medium";FALSE
"2142";0.9;0.53;3;270;3;0;0;0;"medium";TRUE
"2143";0.75;0.71;4;205;3;0;0;0;"medium";TRUE
"2144";0.9;0.63;4;134;3;1;0;0;"medium";TRUE
"2145";0.14;0.54;5;275;4;1;0;0;"high";FALSE
"2146";0.86;0.57;4;183;3;0;0;0;"low";TRUE
"2147";0.56;0.84;4;143;4;0;0;0;"medium";FALSE
"2148";0.54;0.63;5;259;2;0;0;0;"medium";FALSE
"2149";0.6;0.9;5;139;3;0;0;0;"low";FALSE
"2150";0.34;0.59;2;164;2;0;0;0;"low";FALSE
"2151";0.71;0.53;5;162;2;0;0;0;"low";TRUE
"2152";0.64;0.64;3;180;2;1;0;0;"low";TRUE
"2153";0.71;0.93;2;199;2;0;0;0;"low";TRUE
"2154";0.58;0.63;4;190;2;0;0;0;"medium";FALSE
"2155";0.87;0.96;4;151;3;1;0;0;"medium";TRUE
"2156";0.58;0.85;4;162;3;0;0;0;"medium";FALSE
"2157";0.87;0.67;3;139;2;0;0;0;"medium";TRUE
"2158";0.72;0.86;3;231;3;1;0;0;"medium";TRUE
"2159";0.67;0.83;5;269;2;0;0;0;"medium";TRUE
"2160";0.53;0.97;4;249;3;0;0;0;"medium";FALSE
"2161";0.78;0.61;3;148;2;0;0;0;"medium";TRUE
"2162";0.19;0.63;4;233;5;0;0;0;"medium";FALSE
"2163";1;0.88;4;240;4;0;0;0;"medium";TRUE
"2164";0.75;0.75;5;229;2;1;0;0;"medium";TRUE
"2165";0.29;0.66;3;256;2;1;0;0;"medium";FALSE
"2166";0.37;0.7;2;188;2;0;0;0;"high";FALSE
"2167";0.78;0.5;3;167;2;0;0;0;"low";TRUE
"2168";0.24;0.64;5;190;4;0;0;0;"medium";FALSE
"2169";0.8;0.82;3;218;3;0;0;0;"low";TRUE
"2170";0.74;0.69;4;244;2;0;0;0;"low";TRUE
"2171";0.49;0.67;6;286;4;0;0;0;"low";FALSE
"2172";0.46;0.55;3;139;2;0;0;0;"medium";FALSE
"2173";0.9;0.91;5;176;3;0;0;0;"medium";TRUE
"2174";0.7;0.67;5;136;3;0;0;0;"medium";TRUE
"2175";0.84;0.71;4;222;2;0;0;0;"medium";TRUE
"2176";0.89;0.77;4;269;4;0;0;0;"medium";TRUE
"2177";0.59;0.87;4;183;2;0;0;0;"medium";FALSE
